Score,a_act,d_act,K_n,n,a_x,d_x,m,K_S,K_a,k1,k2,k3,k4,k5,XbsT,sT
14.796717488992929,0.0010352510332803388,0.008909739350104523,1.2890705150120423,4.654716252436686,6.212203738401435,0.005565914743224774,2.617951517780959,2.0782870715852666,1.3319574156756648,0.001134896884805785,8.081591199840886,0.09514095253623815,39.72158875031647,0.124162565882251,100.03235890154458,53.320623096080794
18.05169970169369,1.1598234216793224,2.4932258379032795,1.0054254928790216,4.204952821956886,7.384667450470762,0.023330545897886582,1.4251161300608661,18.310548595299398,4.621260413646131,0.0001872754879109028,2.8646221395400975,0.08455432020123448,39.51469625905529,0.3328800212029007,100.03416784433927,110.80657917870289
18.38322519655761,1.5731746983575705,1.6120561907886122,2.800883270429238,6.065699309507431,8.66255548038591,0.015258132825356284,2.5934418738885068,5.251640628967382,13.199277959913486,0.003106793889720634,5.145793160760397,0.00010047328285903795,18.893284325948258,0.2177907359447503,100.01473920666574,1609.6009682322667
18.572185583578868,13.739264720111668,8.368845569905725,1.6256068932625218,9.934081372614958,2.1029388421167496,0.005707272275625737,4.588041536808876,2.448842542261037,1.1266245275719349,0.00010176209970828978,0.46166976504005836,0.00022064752172296887,37.94267040311204,0.015327695738337038,100.00021298518452,1271.0507290997018
19.146656183534695,1.8944682306953189,3.4331868550387523,2.846480183172704,7.8313022931274165,9.962739173207156,0.02892615492423991,3.5693735914791405,5.7800521618761325,4.146926145036163,0.011304953630362847,8.571437092011168,0.00019391219767700318,8.391201165711974,1.2843433842375682,100.56607598011662,676.0316218954704
19.917882105440214,34.49897146692871,6.998377461457339,2.4445434057995703,4.220806457141754,6.522070697372119,0.017095059215061693,1.6416097177020172,21.635813534432636,45.82404327348522,0.00032241095414315546,1.5304835411133986,0.00020397503946911394,1.9119688942677129,0.25576754720947076,102.51172721814879,408.52949427087594
22.797823931029587,0.016044628245136475,0.00452630342523546,1.0076232062163175,9.948036554002751,9.990721053163396,0.008448276253848693,5.233204371885832,21.204090347329092,5.9831541937154356,0.00015388953789201464,0.18904051731624893,0.19617754137047522,39.23789247581252,4.382558214777688,100.23412309461824,53.997051665496855
24.631669863213784,0.08433833302074799,0.8933659582521388,5.178029897069086,4.813207744855476,6.985583944898233,0.007379670831286955,1.5053426686748181,26.673251882774696,1.0393583136404505,0.0012333123518475416,8.719805804927164,0.0008820956824131842,35.02891123176596,0.3089579451115283,100.56699298875094,1093.384579814243
30.280945463921196,1.1224786048669344,0.444032921068741,1.697180711842784,5.525151786500956,2.2360865965258414,0.00652430884946947,4.057643508026455,3.14285055038577,3.4871250375506535,0.0004043500568950128,5.938881372710767,0.01144032111439088,39.61524177729307,0.030816123485229573,147.84666066588377,427.6705319245305
30.385521055686947,1.4931017260438386,6.480556958997469,4.842534444406113,7.5505522043183175,8.301715833334416,0.020157177252119816,4.9163961602367126,5.763682518090149,4.17010312516578,0.009378745309006797,9.63618296309089,0.00010580892174609147,39.67103623189669,0.29112827234662775,100.18277306726479,4218.793225663598
