Score,a_act,d_act,K_n,n,a_x,d_x,m,K_S,K_a,k1,k2,k4,k3,XbsT,sT
28.498061992022336,0.05408137168385001,0.008460409673699093,1.0000854910463193,9.895965507444158,6.047763899802309,0.009015271596759805,3.1830479786819805,3.8148842307739717,7.731707793450453,0.0016319721204404206,1.7846601417123231,5.50821444409473,0.09108856013774896,100.00701734828533,50.57127256689963
29.05671305098911,20.4778288975298,0.022458338725560453,1.0194805322095364,9.980130326097948,5.540321326436038,0.027067365451250384,3.3514666756443234,3.101157100302737,458.83753169051965,0.005532112235716057,3.1062385949321394,13.120685153726836,0.17445036221492657,100.04349354119839,53.38492540931195
29.30458717920137,7.591731791262282,0.005636350151669024,1.0063649601833353,8.49600223129954,1.644635011908231,0.004895952161152617,2.4005292474465825,1.3740651832876671,7963.559712496962,0.006718987274571131,6.378880839350375,0.48466085220033095,0.001960826635393126,100.08097040055448,81.98397023335296
29.62919005857694,13.948804471718908,0.27010993190830285,1.015185196927286,9.993566304854733,6.518547627713133,0.028300091088169377,2.721878236894551,1.852699514477019,63.71655816472597,0.014094388733388261,9.897479706494131,34.78287567046532,0.2826661140992257,100.10080680629828,55.228434651105275
30.249260924476182,9.624345361902614,0.044187624085957465,1.0022771835083744,9.62316700443426,2.826671565254574,0.02737482019929961,3.2911783645174406,4.250321667376288,21.8683567258437,0.0023025689008067205,0.8418711845256672,22.279164443139674,0.45544241066736185,100.00578972460556,50.54530636245538
30.372373113131147,91.56153980464299,0.33646232935195086,1.0000428455624715,9.998543226606657,8.34741837203336,0.030416720617700066,4.274970779121775,3.781027622862641,24.10277681281113,0.016490332707241224,9.882651028091171,39.44551564969763,0.5616888979937826,100.0262284160869,51.55437417911077
31.152740714934666,3.7956441322515344,1.3395153652837077,1.0029621523066639,9.897927825020737,9.74812282410706,0.015161454278081162,1.5567082288130298,1.0039216424921478,1.0098321081313466,0.004510893296221546,9.805739215165017,0.2815772288194022,0.005132323640055726,100.00151480261044,50.0283984040854
31.20915967265296,12.730090838093554,0.011101628278921277,1.3416917657047545,9.843406034226707,3.2587045905990775,0.027535429532997355,3.019985520906686,4.046387608175977,834.0574396832405,0.022867550113260884,7.853374599690021,16.996782759706257,0.4265211736640528,100.18048485373178,50.192379909550695
32.14500272663909,85.02038307174344,0.03488295837267898,1.0885393704499906,8.981315549135651,1.341724811978817,0.027015757333818814,2.7763583058286136,3.424156392812842,225.54614846596786,0.01837352824736751,9.087876230519027,6.9396197329615745,0.2776405353000197,100.04916884663407,51.856470000168414
32.26513600019647,85.96665019337225,0.09018991202783619,1.0037875795073672,9.910998962307497,4.953999145558804,0.019319614770503066,4.598574744068237,2.679908040349589,417.35916803380474,0.021944678932220775,8.8306220653152,1.0665875611526896,0.003102171398788208,100.13366495145974,76.41219147045811
32.841879188001506,16.897573072216247,0.2595221691139672,1.0054273830337768,9.990062505683815,9.191581119695943,0.028765793260942633,3.9554573472813606,2.131758403436079,78.58501928018622,0.002014037087273648,1.1159527022046134,0.40398069521918145,0.0009058985892537721,100.0079276881017,128.2096712572798
32.85962716960942,61.191425440876905,0.030296243181639038,1.0259277118598897,9.307610537947372,9.116329557250381,0.016062946751244728,3.855481022373401,6.709247488098297,177.24400970417273,0.003663493740162713,3.481033466820603,35.02682567612719,0.8673198644498836,100.41760651763632,56.6435949070954
33.518967520492666,0.009199080381132508,0.005286722425042297,1.0151788455038004,8.710125455877007,9.390788877015781,0.011995612507702154,3.2585575195984022,5.954007550884024,1.7494134247768456,0.0031024698360881215,2.369061720980012,37.54812666860838,3.6713834543533324,100.00040443121495,51.93249551685991
38.094002970460345,11.75022464542542,0.01961722874382079,1.1735863006158826,1.4046035310553595,9.285561396661327,0.009065469171804336,1.3782601502204244,1.0004082352609367,3970.7631780487936,0.0016845319484065518,9.923871976990787,0.5216450823986487,0.017801197519944943,100.00063294339967,60.39748737623808
38.1237040348854,0.2747462234584478,0.006807182277995963,1.0000235058646438,9.630279563843686,0.3455295168710739,0.009110252702469266,2.8380088592790393,1.6531004951744097,1.829222091265486,0.008211709216898646,2.332258207598207,0.27662505072767785,0.00026764469569858813,100.00513691265132,134.75180921281415
38.272425844511275,95.86009685862216,0.08583511315196826,1.3252178433293818,5.561811483553088,6.980218186457415,0.006213112690707888,2.233252067316809,1.7970898855208735,8347.580762282467,0.003086905217808835,2.151657493807766,0.4227149392681879,0.0013827344755012883,100.07697716779754,119.84482985854709
